feature_1,feature_2,feature_3,feature_4,feature_5,label
-1.6801017022318223,1.033715310644465,-2.0868433665061388,-0.7897767989766833,-0.3695740631107168,0.4906076699573624
-0.5319552077198559,-1.9804877776510523,-0.6788659516966664,1.4406921806582595,-1.9975801848008627,0.07988874086732506
0.4896841878045582,-0.329747510320255,0.21071033372486783,0.7718134538149051,-1.8629082735407254,0.533787917568966
0.2701991623079827,-2.346604303441978,-0.22132895562268576,0.2878095492820859,-0.5593730033775625,0.14424560768245143
-1.0361660728686508,-1.5496552205951717,0.031278502525204054,-0.36369218274583826,-0.34897231409004337,-0.02570368542068708
0.4338229155296313,-0.32656692607626386,0.4061937155946629,-0.40607018344707435,2.471433747859673,0.08247271410175028
0.08728432808342206,0.8114505985319579,-0.023364163485078703,-1.3105465315350664,0.9510596664913016,0.6717186830982422
-1.427201696472923,-0.09227034978813956,0.048435233208609915,-1.5936702518238843,-0.8172166816240188,-0.5913784212261215
-0.29097008638975613,-1.1538345964991785,-0.9265044228595137,-1.0606771839975209,2.23003772479917,0.06225234774561266
-0.42516167611063704,-0.002036753090437833,-0.17653130850836768,0.4226954265802104,-0.7837990873713456,0.41175582210408596
-1.445742612058216,-0.03252139853007978,0.3105763799806547,0.5571891957569101,0.053916736172967,-0.3409503599188163
-0.41902143010237536,-0.49237349387002904,-0.033986536279609965,-1.017635114614532,-0.2800510500230221,0.2108228591643268
0.3046054298350919,-0.2742985942298704,-0.1541042528780245,-0.05586297764393441,0.9059413010271375,-0.23552598164969513
-0.8034305431617046,-1.9078110940219584,-0.7863241479409975,-1.0602598358359623,0.22840936792326796,0.3914379257681083
0.6252372225519625,0.19339760794863134,0.7154308015974529,-1.3356808845212245,0.7250808176851851,-0.31156762974826024
0.7140117704763221,0.11353392885209396,1.3847580617619528,-0.7934419067485957,-1.0259800160172319,-0.2747479610898854
-0.7213785819690224,-0.5732720499106416,-0.48259841647924323,0.18319277050022253,0.8706444019230704,-0.06216613311569989
-1.3788078731658755,-0.3474153686872849,-1.271065845023895,-1.1705827597272052,-0.6955437058625087,-0.1609296869927613
-0.7591749340337034,0.8454853238808832,0.16998460209360608,-1.0923267300750326,0.730707018639402,0.5289281990761622
-1.001616337518443,-0.366547142967912,-0.7703039934961806,1.18518595872074,0.9071873250940681,-0.5018032736982057
-1.5222400059082317,-0.23462431350080462,0.6376297174835301,-0.504879592439435,0.17315681094143895,0.045823100004541185
