feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,label
0.7568200328173575,0.7043526065044495,-0.5041066757314266,0.6551206795506105,0.2921896733954388,-0.4315733426847176,0.2063658505107132,0.6315856050474917,0.7822600198700583,-0.43461556553520814,0.4457047039226011,0.04744355482689061,0.09504034817000669,-0.8701196055982228
1.474202548932869,0.2474167614782776,1.8426510504206022,-1.3721416098546215,0.35547390670530027,-1.6345695816619867,0.2386972606053101,0.5131105341041996,0.26150754369759954,-0.7995726734870098,-0.3537400178799505,0.15827180611271255,-0.6536979890622552,1.575375989287619
-2.6724638328007213,0.07554424105548846,-1.6935041646073006,-0.12680940689770862,0.026184713704778952,-0.39125666354688254,-0.5067349609565585,-0.5630276338479061,-0.14715354591409374,-1.4353400064224289,-0.11635122180349734,-1.620596400021475,0.6436327952555391,-0.2115968764865579
-2.1339841022653028,0.6855350036860732,0.9570638045782547,0.7441784407846727,0.6001056500822536,1.2587532685796956,-0.8074840232097864,0.8814007505946734,0.30529108561115165,0.9616970947598354,-0.3863834036457044,-0.7457966536759312,1.232967921562573,-1.3651044157925043
1.3984323922489403,0.08032442302190576,-1.4917093162453052,-1.110775254564928,-0.7531135394933989,-0.08082263053624615,2.485530581387084,0.2776416094410495,-0.3109057431865347,0.14693912168619958,-0.910320287410925,-0.17525555325006772,-0.21247912266287375,0.5351005277880885
0.23391696023387398,-0.6818246766430035,0.757776071245495,0.1716238258276436,-0.5902266036737787,-1.1766646985507256,-0.5847959573228886,0.8831494018193237,1.666114156258061,-0.5634789347905697,-0.6077935450927061,-0.0012180639841801093,-0.19553625140305256,1.096054353915139
-0.7878667844756667,0.24893111600295567,-2.057857439975448,1.5252269102365374,-1.4938810570806627,0.39998755627110094,1.1721774697552407,-0.559882950386726,0.31620152683923386,-0.4051949027583359,1.0303823301282142,-1.024506114913621,0.6718604723899093,0.045201454680361096
-0.39260347464497525,-1.607618820536655,1.5892784636327728,-1.9013509238005366,2.192988392932965,-0.7297653372778561,2.6578464411215212,0.46851609754051543,1.3340772970867403,0.45924093486922407,-0.42485346148080055,2.350044925518188,-0.362733015029785,-0.8560027978743207
1.8855466254433992,0.03807409029685637,-1.716467868449474,1.0764667175361555,1.4572804208121377,0.8329165741547967,-0.9696624933546953,0.260187402266352,0.3160048041665687,-0.5188996942111492,-1.5785916121792025,-0.5395716909846933,0.7045621959862682,0.5605648590459023
-0.521037701923218,0.827226836665927,-0.8805921254440287,-2.9184746016066168,-0.6171605310976197,0.3378591616154258,0.12298106492696916,-0.29137458866053784,1.0351653840967938,-2.096287201263445,-0.9528124030113514,0.47351080800944023,-0.10633685525592387,-0.03232381053789377
0.9163902346194518,0.4522799116986038,-1.4684374257450554,-2.057226902862636,1.0771539244110926,-1.0726199140112078,-1.1783636334051462,-0.4725586427046668,-0.4392281650502866,-0.5987521067084999,-0.671256399598944,1.6561549731621055,0.11882284524900745,-0.9674009175931539
0.8512594730455159,0.15981438288385547,0.36099857728118373,-1.0787036865740909,0.6743276194287101,0.5082551091409651,-1.2019977188532953,-0.45367967405961784,-0.2515880549164325,0.5763459170405413,-0.9244567883458215,0.5689413343307222,-0.8217521017944721,0.33180025495807014
